ModeBeforeSwitch,ModeAfterSwitch,ErrorPhase,ErrorType,WritePattern,WriteLength,LogicalLBAAlignment,PowerCycle
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,Wordline_WordlineShort,Overlapped,Alignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,NvmControllerResetWithAdminAndIOCmds,GracefulShutdown,Overlapped,Unalignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES1_FFLBA0,UncorrectableECC_DecodeFail,Sequential,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,SD,NvmSubSystemResetIdleState,CorrectableECC_DecodePass,Sequential_Random,SingleSector,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,ExtenedDST,UncorrectableECC_DecodeFail,Sequential,SingleSector,Unalignedto4K,Frequent_25Commands
SD,PCIe,DuringWriteToLogBlock,UncorrectableECC_DecodeFail,Sequential_Random,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,PCIeFunctionalLevelResetIdleState,Wordline_WordlineShort,Overlapped,DiePageAligned,AlignedtoDiePage,NoPowerCycle
SD,PCIe,DuringSLCtoTLCRelocation,GracefulShutdown,Overlapped,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,Format_SES2_FFLBA0,GracefulShutdown,Random,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,ShortDST,GracefulShutdown,Sequential_Random,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES0_FFLBA0,CorrectableECC_DecodePass,Overlapped,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,ProgramFailure,Sequential,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,SD,Format_SES1_FFLBA2,EraseFailure,Sequential_Random,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeHotLinkResetWithAdminAndIOCmds,UncorrectableECC_DecodeFail,Overlapped,DiePageAligned,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,PCIeLinkResetWithAdminAndIOCmds,EraseFailure,Sequential_Random,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,PCIeHotLinkResetWithAdminAndIOCmds,Wordline_WordlineShort,Sequential,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,ExtenedDST,CorrectableECC_DecodePass,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToXORBlock,EraseFailure,Overlapped,Unalignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,SD,Format_SES1_FFLBA2,CorrectableECC_DecodePass,Random,Alignedto4K,AlignedtoDiePage,NoPowerCycle
SD,SD,DuringWriteToLogBlock,UnGracefulShutdown,Random,Unalignedto4K,Alignedto4K,Frequent_25Commands
PCIe,SD,NvmControllerResetIdleState,ProgramFailure,Overlapped,Alignedto4K,Unalignedto4K,NoPowerCycle
PCIe,SD,DuringWriteToFSBlock,GracefulShutdown,Sequential_Random,SingleSector,Alignedto4K,InFrequent_75Commands
SD,PCIe,DuringWriteToMTMBlock,EraseFailure,Random,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,NvmSubSystemResetWithAdminAndIOCmds,EraseFailure,Sequential_Random,Unalignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,SD,DuringTLCtoSLCRelocation,GracefulShutdown,Sequential,Alignedto4K,Unalignedto4K,InFrequent_75Commands
SD,SD,DuringWriteToXORBlock,ProgramFailure,Sequential_Random,SingleSector,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,Format_SES0_FFLBA0,Wordline_WordlineShort,Sequential_Random,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
SD,SD,HostWrites,ProgramFailure,Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,NvmControllerResetWithAdminAndIOCmds,EraseFailure,Sequential,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,SD,PCIeLinkResetIdleState,ProgramFailure,Random,SingleSector,AlignedtoDiePage,Frequent_25Commands
SD,PCIe,HostWrites,EraseFailure,Random,Unalignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,SD,PCIeLinkResetIdleState,ProgramFailure,Sequential_Random,DiePageAligned,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringTLCtoSLCRelocation,UncorrectableECC_DecodeFail,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,SD,PCIeLinkResetIdleState,GracefulShutdown,Overlapped,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,DuringWriteToFSBlock,UnGracefulShutdown,Sequential,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,PCIe,Format_SES1_FFLBA2,ProgramFailure,Sequential,Unalignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,HostWrites,UncorrectableECC_DecodeFail,Random,Alignedto4K,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToXORBlock,GracefulShutdown,Sequential,Alignedto4K,Unalignedto4K,NoPowerCycle
PCIe,PCIe,PCIeHotLinkResetWithAdminAndIOCmds,ProgramFailure,Random,SingleSector,AlignedtoDiePage,Frequent_25Commands
SD,PCIe,DuringTLCtoSLCRelocation,ProgramFailure,Overlapped,Alignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,Format_SES1_FFLBA2,UnGracefulShutdown,Random,DiePageAligned,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,ExtenedDST,ProgramFailure,Sequential_Random,DiePageAligned,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringSLCtoTLCRelocation,Wordline_WordlineShort,Sequential,DiePageAligned,Alignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES2_FFLBA0,Wordline_WordlineShort,Sequential,DiePageAligned,Alignedto4K,NoPowerCycle
SD,SD,DuringWriteToFSBlock,Wordline_WordlineShort,Random,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
SD,PCIe,HostWrites,CorrectableECC_DecodePass,Overlapped,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
SD,SD,DuringWriteToMTMBlock,UnGracefulShutdown,Sequential_Random,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES2_FFLBA0,ProgramFailure,Sequential,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,ExtenedDST,Wordline_WordlineShort,Sequential_Random,Alignedto4K,Unalignedto4K,Frequent_25Commands
SD,PCIe,DuringWriteToFSBlock,UncorrectableECC_DecodeFail,Sequential,Alignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeLinkResetWithAdminAndIOCmds,ProgramFailure,Sequential_Random,Unalignedto4K,Alignedto4K,NoPowerCycle
PCIe,SD,DuringWriteToXORBlock,CorrectableECC_DecodePass,Overlapped,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
SD,PCIe,DuringWriteToLogBlock,GracefulShutdown,Sequential,DiePageAligned,Alignedto4K,NoPowerCycle
PCIe,SD,Format_SES0_FFLBA2,CorrectableECC_DecodePass,Random,Unalignedto4K,Unalignedto4K,NoPowerCycle
SD,SD,DuringWriteToLogBlock,ProgramFailure,Sequential,SingleSector,AlignedtoDiePage,InFrequent_75Commands
SD,SD,DuringWriteToFSBlock,EraseFailure,Overlapped,DiePageAligned,AlignedtoDiePage,NoPowerCycle
PCIe,SD,Format_SES1_FFLBA2,UncorrectableECC_DecodeFail,Sequential,SingleSector,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,Format_SES2_FFLBA0,CorrectableECC_DecodePass,Sequential,Alignedto4K,Unalignedto4K,InFrequent_75Commands
SD,PCIe,DuringWriteToMTMBlock,GracefulShutdown,Random,Unalignedto4K,Alignedto4K,Frequent_25Commands
PCIe,SD,Format_SES2_FFLBA2,ProgramFailure,Overlapped,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
SD,PCIe,DuringWriteToMTMBlock,ProgramFailure,Sequential,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeFunctionalLevelResetWithAdminAndIOCmds,UnGracefulShutdown,Random,Alignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,PCIeLinkResetIdleState,UncorrectableECC_DecodeFail,Sequential,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,PCIe,NvmSubSystemResetIdleState,UncorrectableECC_DecodeFail,Sequential,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES1_FFLBA0,UnGracefulShutdown,Sequential,Alignedto4K,Unalignedto4K,NoPowerCycle
PCIe,SD,Format_SES0_FFLBA2,UncorrectableECC_DecodeFail,Sequential,SingleSector,AlignedtoDiePage,NoPowerCycle
SD,PCIe,DuringWriteToMTMBlock,Wordline_WordlineShort,Sequential_Random,DiePageAligned,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,PCIeLinkResetWithAdminAndIOCmds,Wordline_WordlineShort,Sequential,Unalignedto4K,Unalignedto4K,NoPowerCycle
PCIe,SD,PCIeLinkResetWithAdminAndIOCmds,UnGracefulShutdown,Sequential,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,SD,PCIeLinkResetIdleState,Wordline_WordlineShort,Random,DiePageAligned,Alignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToBootBlock,GracefulShutdown,Random,DiePageAligned,Alignedto4K,NoPowerCycle
PCIe,SD,NvmSubSystemResetWithAdminAndIOCmds,UncorrectableECC_DecodeFail,Overlapped,Alignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,Format_SES0_FFLBA2,Wordline_WordlineShort,Sequential_Random,SingleSector,Alignedto4K,NoPowerCycle
SD,SD,DuringSLCtoTLCRelocation,ProgramFailure,Random,Alignedto4K,Unalignedto4K,InFrequent_75Commands
SD,SD,DuringWriteToBootBlock,UnGracefulShutdown,Sequential,Alignedto4K,AlignedtoDiePage,NoPowerCycle
PCIe,SD,ExtenedDST,GracefulShutdown,Overlapped,Unalignedto4K,Alignedto4K,Frequent_25Commands
PCIe,SD,Format_SES0_FFLBA2,GracefulShutdown,Random,Alignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,ExtenedDST,EraseFailure,Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,PCIeHotLinkResetWithAdminAndIOCmds,GracefulShutdown,Overlapped,Unalignedto4K,Unalignedto4K,Frequent_25Commands
SD,SD,DuringSLCtoTLCRelocation,UncorrectableECC_DecodeFail,Random,Alignedto4K,AlignedtoDiePage,Frequent_25Commands
SD,SD,DuringSLCtoTLCRelocation,CorrectableECC_DecodePass,Sequential_Random,SingleSector,Unalignedto4K,NoPowerCycle
PCIe,SD,NvmSubSystemResetIdleState,EraseFailure,Overlapped,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetIdleState,ProgramFailure,Overlapped,Unalignedto4K,Alignedto4K,Frequent_25Commands
SD,PCIe,DuringWriteToBootBlock,ProgramFailure,Sequential,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,NvmControllerResetIdleState,GracefulShutdown,Sequential_Random,SingleSector,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,NvmControllerResetIdleState,CorrectableECC_DecodePass,Overlapped,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,ShortDST,ProgramFailure,Sequential,Unalignedto4K,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,Format_SES1_FFLBA0,Wordline_WordlineShort,Random,Alignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,PCIeFunctionalLevelResetIdleState,GracefulShutdown,Sequential,Unalignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetIdleState,EraseFailure,Sequential_Random,Alignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,NvmSubSystemResetWithAdminAndIOCmds,GracefulShutdown,Sequential,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,Format_SES2_FFLBA2,EraseFailure,Random,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,SD,Format_SES1_FFLBA0,CorrectableECC_DecodePass,Sequential_Random,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,Wordline_WordlineShort,Sequential_Random,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,PCIeFunctionalLevelResetIdleState,UncorrectableECC_DecodeFail,Sequential_Random,Unalignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,NvmSubSystemResetIdleState,ProgramFailure,Random,SingleSector,Alignedto4K,InFrequent_75Commands
PCIe,SD,NvmControllerResetWithAdminAndIOCmds,UnGracefulShutdown,Overlapped,DiePageAligned,AlignedtoDiePage,NoPowerCycle
PCIe,SD,NvmControllerResetIdleState,UncorrectableECC_DecodeFail,Sequential,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,SD,ShortDST,UncorrectableECC_DecodeFail,Random,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,PCIe,Format_SES2_FFLBA2,UncorrectableECC_DecodeFail,Sequential_Random,SingleSector,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,NvmSubSystemResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Sequential,DiePageAligned,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,NvmSubSystemResetIdleState,GracefulShutdown,Sequential_Random,DiePageAligned,Unalignedto4K,NoPowerCycle
PCIe,PCIe,Format_SES2_FFLBA2,CorrectableECC_DecodePass,Overlapped,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,SD,PCIeLinkResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Overlapped,DiePageAligned,Unalignedto4K,NoPowerCycle
PCIe,PCIe,ShortDST,CorrectableECC_DecodePass,Sequential_Random,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,Format_SES0_FFLBA0,UnGracefulShutdown,Random,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,SD,Format_SES0_FFLBA0,ProgramFailure,Random,Alignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,SD,NvmSubSystemResetWithAdminAndIOCmds,ProgramFailure,Random,SingleSector,AlignedtoDiePage,NoPowerCycle
PCIe,SD,NvmControllerResetIdleState,Wordline_WordlineShort,Sequential,Alignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,ShortDST,UnGracefulShutdown,Random,Alignedto4K,AlignedtoDiePage,NoPowerCycle
PCIe,SD,NvmControllerResetWithAdminAndIOCmds,ProgramFailure,Random,Unalignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,SD,PCIeLinkResetWithAdminAndIOCmds,GracefulShutdown,Sequential_Random,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,NvmControllerResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Random,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,UncorrectableECC_DecodeFail,Random,Unalignedto4K,Alignedto4K,Frequent_25Commands
PCIe,SD,PCIeFunctionalLevelResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Sequential_Random,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,Format_SES0_FFLBA0,EraseFailure,Overlapped,Alignedto4K,Unalignedto4K,NoPowerCycle
PCIe,SD,NvmSubSystemResetWithAdminAndIOCmds,Wordline_WordlineShort,Random,Alignedto4K,Unalignedto4K,NoPowerCycle
PCIe,PCIe,ExtenedDST,UncorrectableECC_DecodeFail,Overlapped,DiePageAligned,AlignedtoDiePage,Frequent_25Commands
SD,PCIe,DuringTLCtoSLCRelocation,ProgramFailure,Sequential_Random,Unalignedto4K,Alignedto4K,NoPowerCycle
PCIe,SD,NvmSubSystemResetWithAdminAndIOCmds,GracefulShutdown,Overlapped,Alignedto4K,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringSLCtoTLCRelocation,ProgramFailure,Overlapped,Unalignedto4K,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToBootBlock,EraseFailure,Overlapped,DiePageAligned,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringTLCtoSLCRelocation,Wordline_WordlineShort,Sequential_Random,DiePageAligned,Unalignedto4K,NoPowerCycle
PCIe,SD,HostWrites,GracefulShutdown,Sequential,Unalignedto4K,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToMTMBlock,Wordline_WordlineShort,Sequential,Unalignedto4K,Alignedto4K,InFrequent_75Commands
SD,PCIe,DuringWriteToBootBlock,Wordline_WordlineShort,Random,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
SD,PCIe,DuringWriteToXORBlock,ProgramFailure,Overlapped,DiePageAligned,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToLogBlock,Wordline_WordlineShort,Sequential_Random,Alignedto4K,Unalignedto4K,Frequent_25Commands
SD,SD,DuringWriteToBootBlock,UncorrectableECC_DecodeFail,Sequential_Random,Unalignedto4K,AlignedtoDiePage,NoPowerCycle
SD,SD,DuringWriteToLogBlock,EraseFailure,Overlapped,Unalignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,DuringWriteToMTMBlock,CorrectableECC_DecodePass,Sequential,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
SD,PCIe,DuringWriteToLogBlock,UnGracefulShutdown,Overlapped,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,DuringWriteToLogBlock,GracefulShutdown,Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,NvmControllerResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Sequential,Alignedto4K,Unalignedto4K,NoPowerCycle
SD,SD,DuringWriteToLogBlock,ProgramFailure,Sequential_Random,DiePageAligned,AlignedtoDiePage,NoPowerCycle
SD,PCIe,HostWrites,CorrectableECC_DecodePass,Sequential_Random,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,DuringWriteToLogBlock,CorrectableECC_DecodePass,Random,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES2_FFLBA2,UncorrectableECC_DecodeFail,Random,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,SD,DuringWriteToMTMBlock,ProgramFailure,Random,Alignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,DuringWriteToXORBlock,GracefulShutdown,Sequential_Random,SingleSector,Alignedto4K,NoPowerCycle
PCIe,PCIe,Format_SES1_FFLBA2,GracefulShutdown,Random,SingleSector,Alignedto4K,NoPowerCycle
PCIe,PCIe,NvmControllerResetWithAdminAndIOCmds,GracefulShutdown,Sequential_Random,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,DuringWriteToXORBlock,UnGracefulShutdown,Sequential,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,NvmControllerResetWithAdminAndIOCmds,UnGracefulShutdown,Random,SingleSector,Alignedto4K,NoPowerCycle
SD,SD,DuringSLCtoTLCRelocation,CorrectableECC_DecodePass,Sequential,DiePageAligned,Alignedto4K,Frequent_25Commands
SD,SD,HostWrites,ProgramFailure,Sequential,Unalignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES0_FFLBA0,Wordline_WordlineShort,Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,Format_SES0_FFLBA0,ProgramFailure,Sequential_Random,DiePageAligned,Alignedto4K,Frequent_25Commands
SD,PCIe,DuringWriteToFSBlock,UncorrectableECC_DecodeFail,Sequential_Random,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,SD,ExtenedDST,Wordline_WordlineShort,Sequential,DiePageAligned,AlignedtoDiePage,NoPowerCycle
PCIe,SD,PCIeLinkResetWithAdminAndIOCmds,UnGracefulShutdown,Overlapped,Alignedto4K,Alignedto4K,InFrequent_75Commands
SD,SD,DuringWriteToBootBlock,CorrectableECC_DecodePass,Random,SingleSector,Alignedto4K,Frequent_25Commands
SD,SD,DuringWriteToMTMBlock,GracefulShutdown,Overlapped,Alignedto4K,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,DuringWriteToMTMBlock,EraseFailure,Overlapped,DiePageAligned,Unalignedto4K,Frequent_25Commands
SD,SD,DuringSLCtoTLCRelocation,Wordline_WordlineShort,Sequential_Random,Alignedto4K,Alignedto4K,Frequent_25Commands
PCIe,PCIe,HostWrites,UncorrectableECC_DecodeFail,Sequential_Random,DiePageAligned,Alignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToBootBlock,ProgramFailure,Sequential_Random,Unalignedto4K,Unalignedto4K,Frequent_25Commands
SD,PCIe,DuringSLCtoTLCRelocation,GracefulShutdown,Sequential_Random,SingleSector,Alignedto4K,InFrequent_75Commands
SD,SD,DuringWriteToFSBlock,UnGracefulShutdown,Random,DiePageAligned,Unalignedto4K,InFrequent_75Commands
SD,SD,DuringWriteToFSBlock,ProgramFailure,Sequential,DiePageAligned,Alignedto4K,InFrequent_75Commands
SD,SD,DuringWriteToLogBlock,UncorrectableECC_DecodeFail,Overlapped,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
SD,PCIe,DuringTLCtoSLCRelocation,UnGracefulShutdown,Sequential_Random,DiePageAligned,Alignedto4K,NoPowerCycle
SD,PCIe,HostWrites,EraseFailure,Sequential_Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
SD,SD,DuringTLCtoSLCRelocation,EraseFailure,Random,SingleSector,Alignedto4K,NoPowerCycle
PCIe,PCIe,Format_SES1_FFLBA0,GracefulShutdown,Random,Unalignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,SD,DuringWriteToFSBlock,EraseFailure,Random,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,NvmControllerResetIdleState,ProgramFailure,Random,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
SD,PCIe,DuringWriteToXORBlock,UncorrectableECC_DecodeFail,Random,Alignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,SD,PCIeLinkResetIdleState,EraseFailure,Sequential,Alignedto4K,Unalignedto4K,Frequent_25Commands
SD,SD,DuringWriteToFSBlock,GracefulShutdown,Overlapped,Unalignedto4K,Unalignedto4K,NoPowerCycle
PCIe,SD,PCIeLinkResetWithAdminAndIOCmds,CorrectableECC_DecodePass,Random,Unalignedto4K,Unalignedto4K,NoPowerCycle
SD,PCIe,DuringWriteToXORBlock,CorrectableECC_DecodePass,Random,DiePageAligned,Alignedto4K,InFrequent_75Commands
SD,SD,DuringSLCtoTLCRelocation,UncorrectableECC_DecodeFail,Sequential,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,NvmSubSystemResetIdleState,EraseFailure,Random,Unalignedto4K,AlignedtoDiePage,NoPowerCycle
SD,PCIe,DuringWriteToXORBlock,EraseFailure,Sequential,SingleSector,Alignedto4K,NoPowerCycle
SD,SD,DuringWriteToBootBlock,GracefulShutdown,Sequential_Random,Alignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeHotLinkResetWithAdminAndIOCmds,UncorrectableECC_DecodeFail,Sequential_Random,Unalignedto4K,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,ShortDST,ProgramFailure,Sequential_Random,Alignedto4K,AlignedtoDiePage,Frequent_25Commands
SD,SD,DuringTLCtoSLCRelocation,GracefulShutdown,Random,Unalignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,PCIe,NvmControllerResetWithAdminAndIOCmds,UncorrectableECC_DecodeFail,Sequential,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
SD,SD,DuringTLCtoSLCRelocation,UncorrectableECC_DecodeFail,Random,DiePageAligned,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,NvmSubSystemResetIdleState,UnGracefulShutdown,Sequential_Random,Alignedto4K,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,NvmControllerResetIdleState,GracefulShutdown,Random,Unalignedto4K,Alignedto4K,NoPowerCycle
PCIe,SD,Format_SES2_FFLBA0,ProgramFailure,Sequential_Random,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeFunctionalLevelResetIdleState,UnGracefulShutdown,Sequential_Random,DiePageAligned,Unalignedto4K,Frequent_25Commands
PCIe,SD,NvmSubSystemResetIdleState,GracefulShutdown,Sequential,Alignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,Format_SES0_FFLBA2,EraseFailure,Random,DiePageAligned,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,ShortDST,GracefulShutdown,Sequential,DiePageAligned,Alignedto4K,Frequent_25Commands
PCIe,PCIe,Format_SES2_FFLBA0,CorrectableECC_DecodePass,Random,DiePageAligned,Unalignedto4K,InFrequent_75Commands
PCIe,SD,Format_SES0_FFLBA2,Wordline_WordlineShort,Overlapped,Alignedto4K,Unalignedto4K,NoPowerCycle
PCIe,SD,ExtenedDST,EraseFailure,Sequential_Random,Unalignedto4K,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,NvmSubSystemResetIdleState,ProgramFailure,Sequential,Unalignedto4K,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,ShortDST,CorrectableECC_DecodePass,Random,Alignedto4K,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,Format_SES0_FFLBA0,GracefulShutdown,Sequential,Unalignedto4K,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,Format_SES1_FFLBA0,UncorrectableECC_DecodeFail,Overlapped,Unalignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,Format_SES1_FFLBA0,CorrectableECC_DecodePass,Random,Alignedto4K,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,Format_SES0_FFLBA0,EraseFailure,Sequential_Random,DiePageAligned,Alignedto4K,NoPowerCycle
PCIe,SD,Format_SES0_FFLBA0,CorrectableECC_DecodePass,Sequential,SingleSector,Unalignedto4K,Frequent_25Commands
PCIe,SD,NvmControllerResetWithAdminAndIOCmds,EraseFailure,Sequential_Random,DiePageAligned,AlignedtoDiePage,Frequent_25Commands
PCIe,PCIe,Format_SES1_FFLBA0,EraseFailure,Sequential_Random,SingleSector,Unalignedto4K,InFrequent_75Commands
PCIe,PCIe,Format_SES1_FFLBA0,UnGracefulShutdown,Overlapped,DiePageAligned,AlignedtoDiePage,NoPowerCycle
PCIe,PCIe,PCIeFunctionalLevelResetIdleState,GracefulShutdown,Random,SingleSector,Alignedto4K,Frequent_25Commands
PCIe,SD,Format_SES0_FFLBA2,GracefulShutdown,Sequential,Unalignedto4K,Alignedto4K,NoPowerCycle
PCIe,PCIe,PCIeFunctionalLevelResetIdleState,Wordline_WordlineShort,Random,SingleSector,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,NvmSubSystemResetIdleState,CorrectableECC_DecodePass,Overlapped,DiePageAligned,Unalignedto4K,Frequent_25Commands
PCIe,PCIe,PCIeFunctionalLevelResetWithAdminAndIOCmds,UnGracefulShutdown,Sequential_Random,SingleSector,Alignedto4K,InFrequent_75Commands
PCIe,PCIe,NvmControllerResetIdleState,Wordline_WordlineShort,Sequential_Random,DiePageAligned,AlignedtoDiePage,InFrequent_75Commands
PCIe,SD,NvmSubSystemResetIdleState,UncorrectableECC_DecodeFail,Random,Alignedto4K,AlignedtoDiePage,Frequent_25Commands
